Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,scuro,corto,all,2022-10-30,soleggiato,18.4,autunno,ottobre,18
poliestere,scuro,corto,all,2022-04-09,neve,8.2,primavera,aprile,16
cotone,scuro,corto,estate,2022-07-20,soleggiato,30.1,estate,luglio,25
poliestere,colorato,corto,estate,2022-04-02,pioggia,4.15,primavera,aprile,17
poliestere,colorato,corto,estate,2022-02-25,soleggiato,7.800000000000001,inverno,febbraio,13
poliestere,colorato,corto,estate,2022-02-22,neve,-0.05,inverno,febbraio,13
poliestere,scuro,corto,estate,2022-07-10,soleggiato,24.5,estate,luglio,18
cotone,colorato,corto,estate,2022-05-22,nuvoloso,21.9,primavera,maggio,24
poliestere,colorato,corto,all,2022-02-13,pioggia,3.35,inverno,febbraio,16
cotone,chiaro,corto,all,2022-03-03,nuvoloso,5.4,primavera,marzo,16
poliestere,colorato,corto,estate,2022-11-01,nuvoloso,18.8,autunno,novembre,15
poliestere,colorato,corto,all,2022-02-11,soleggiato,5.9,inverno,febbraio,16
poliestere,colorato,corto,estate,2022-04-27,soleggiato,20.85,primavera,aprile,21
cotone,colorato,corto,estate,2022-02-09,soleggiato,1.7999999999999998,inverno,febbraio,13
cotone,scuro,corto,all,2022-05-24,pioggia,24.3,primavera,maggio,23
cotone,colorato,corto,estate,2022-07-12,pioggia,25.4,estate,luglio,29
poliestere,colorato,corto,all,2022-03-12,soleggiato,-0.7999999999999998,primavera,marzo,16
poliestere,colorato,corto,estate,2022-01-25,soleggiato,-3.25,inverno,gennaio,13
poliestere,colorato,corto,primavera_estate,2022-01-23,soleggiato,1.7999999999999998,inverno,gennaio,14
poliestere,scuro,corto,primavera_estate,2022-09-22,soleggiato,15.15,autunno,settembre,16
poliestere,chiaro,corto,autunno_inverno,2022-12-04,pioggia,7.5,inverno,dicembre,18
poliestere,scuro,corto,all,2022-09-11,pioggia,22.55,autunno,settembre,20
poliestere,colorato,corto,estate,2022-12-16,pioggia,15.9,inverno,dicembre,15
poliestere,colorato,corto,all,2022-01-16,soleggiato,8.1,inverno,gennaio,16
cotone,colorato,corto,all,2022-01-11,soleggiato,1.5,inverno,gennaio,16
cotone,scuro,corto,all,2022-07-30,soleggiato,31.65,estate,luglio,22
velluto,scuro,corto,autunno_inverno,2022-05-29,pioggia,13.8,primavera,maggio,13
poliestere,scuro,corto,estate,2022-06-20,soleggiato,19.5,estate,giugno,21
poliestere,chiaro,corto,estate,2022-01-02,pioggia,6.45,inverno,gennaio,13
poliestere,scuro,corto,all,2022-08-30,pioggia,28.700000000000003,estate,agosto,21
raso,chiaro,corto,estate,2022-12-06,soleggiato,-4.05,inverno,dicembre,6
poliestere,colorato,corto,estate,2022-03-05,soleggiato,1.4,primavera,marzo,17
poliestere,colorato,corto,primavera_estate,2022-02-12,soleggiato,8.1,inverno,febbraio,14
poliestere,colorato,corto,all,2022-06-05,soleggiato,29.4,estate,giugno,21
poliestere,chiaro,corto,estate,2022-03-02,soleggiato,1.4000000000000004,primavera,marzo,17
cotone,scuro,corto,all,2022-06-26,soleggiato,25.45,estate,giugno,21
poliestere,colorato,corto,estate,2022-02-18,nuvoloso,6.3,inverno,febbraio,13
cotone,colorato,corto,all,2022-05-19,soleggiato,18.65,primavera,maggio,20
cotone,chiaro,corto,all,2022-12-16,neve,1.2499999999999998,inverno,dicembre,16
poliestere,colorato,corto,primavera,2022-08-15,soleggiato,27.8,estate,agosto,22
poliestere,colorato,corto,estate,2022-11-17,pioggia,7.4,autunno,novembre,13
cotone,scuro,corto,all,2022-05-06,pioggia,13.0,primavera,maggio,18
poliestere,colorato,corto,estate,2022-09-22,soleggiato,13.05,autunno,settembre,14
poliestere,chiaro,corto,all,2022-04-24,pioggia,11.4,primavera,aprile,17
poliestere,scuro,corto,all,2022-11-09,pioggia,3.4,autunno,novembre,16
poliestere,colorato,corto,all,2022-11-25,nuvoloso,5.4,autunno,novembre,16
cotone,scuro,corto,all,2022-06-04,pioggia,17.7,estate,giugno,20
cotone,scuro,corto,estate,2022-07-14,soleggiato,29.4,estate,luglio,24
velluto,scuro,corto,autunno_inverno,2022-01-24,pioggia,0.7999999999999998,inverno,gennaio,19
poliestere,scuro,corto,primavera_estate,2022-01-29,soleggiato,2.45,inverno,gennaio,14
poliestere,scuro,corto,estate,2022-06-29,pioggia,27.8,estate,giugno,24
cotone,scuro,corto,estate,2022-05-31,pioggia,22.15,primavera,maggio,24
cotone,scuro,corto,all,2022-03-21,soleggiato,-2.65,primavera,marzo,16
poliestere,colorato,corto,primavera_estate,2022-12-04,pioggia,6.15,inverno,dicembre,14
poliestere,scuro,corto,all,2022-12-02,neve,0.7999999999999998,inverno,dicembre,16
poliestere,colorato,corto,estate,2022-04-10,soleggiato,6.85,primavera,aprile,17
poliestere,scuro,corto,all,2022-11-17,nuvoloso,11.8,autunno,novembre,17
poliestere,chiaro,corto,all,2022-10-17,nuvoloso,10.3,autunno,ottobre,17
raso,scuro,corto,all,2022-08-01,soleggiato,27.05,estate,agosto,18
poliestere,colorato,corto,estate,2022-02-04,soleggiato,-3.3,inverno,febbraio,13
cotone,chiaro,corto,estate,2022-10-03,soleggiato,23.65,autunno,ottobre,25
poliestere,chiaro,corto,estate,2022-08-27,pioggia,17.1,estate,agosto,21
poliestere,scuro,corto,estate,2022-07-09,soleggiato,29.25,estate,luglio,19
poliestere,chiaro,corto,all,2022-10-14,soleggiato,16.4,autunno,ottobre,18
poliestere,chiaro,corto,estate,2022-11-22,pioggia,4.75,autunno,novembre,13
poliestere,scuro,corto,all,2022-05-10,pioggia,19.55,primavera,maggio,18
poliestere,colorato,corto,estate,2022-04-25,pioggia,9.4,primavera,aprile,17
cotone,scuro,corto,all,2022-03-01,pioggia,0.8999999999999999,primavera,marzo,16
poliestere,colorato,corto,estate,2022-10-03,nuvoloso,21.15,autunno,ottobre,17
poliestere,colorato,corto,primavera_estate,2022-07-06,pioggia,16.45,estate,luglio,20
velluto,scuro,corto,autunno_inverno,2022-09-02,soleggiato,31.0,autunno,settembre,18
poliestere,colorato,corto,estate,2022-04-07,pioggia,6.949999999999999,primavera,aprile,17
poliestere,colorato,corto,estate,2022-05-04,soleggiato,16.5,primavera,maggio,19
cotone,scuro,corto,all,2022-09-08,pioggia,28.75,autunno,settembre,26
poliestere,scuro,corto,estate,2022-12-20,nuvoloso,3.8,inverno,dicembre,13
poliestere,colorato,corto,estate,2022-11-22,neve,-1.65,autunno,novembre,13
poliestere,scuro,corto,all,2022-11-18,pioggia,21.65,autunno,novembre,20
poliestere,scuro,corto,all,2022-10-31,soleggiato,10.35,autunno,ottobre,17
poliestere,colorato,corto,estate,2022-10-01,pioggia,20.0,autunno,ottobre,17
poliestere,colorato,corto,all,2022-04-12,soleggiato,7.0,primavera,aprile,16
poliestere,scuro,corto,all,2022-08-29,nuvoloso,27.55,estate,agosto,21
raso,scuro,corto,estate,2022-02-21,pioggia,8.049999999999999,inverno,febbraio,7
poliestere,colorato,corto,estate,2022-07-18,pioggia,24.25,estate,luglio,23
poliestere,colorato,corto,estate,2022-08-11,soleggiato,26.65,estate,agosto,24
poliestere,colorato,corto,all,2022-03-08,soleggiato,-0.55,primavera,marzo,16
poliestere,scuro,corto,estate,2022-12-23,pioggia,11.6,inverno,dicembre,14
poliestere,scuro,corto,all,2022-05-31,pioggia,22.95,primavera,maggio,20
poliestere,scuro,corto,estate,2022-12-13,pioggia,16.299999999999997,inverno,dicembre,15
poliestere,chiaro,corto,all,2022-08-24,soleggiato,27.3,estate,agosto,26
poliestere,scuro,corto,all,2022-01-16,nuvoloso,5.1000000000000005,inverno,gennaio,16
poliestere,colorato,corto,estate,2022-03-05,pioggia,9.35,primavera,marzo,17
cotone,chiaro,corto,all,2022-09-24,pioggia,17.3,autunno,settembre,20
poliestere,colorato,corto,all,2022-11-10,pioggia,12.7,autunno,novembre,17
cotone,scuro,corto,estate,2022-11-07,pioggia,7.85,autunno,novembre,13
poliestere,colorato,corto,estate,2022-06-03,pioggia,21.9,estate,giugno,23
poliestere,scuro,corto,all,2022-07-04,soleggiato,31.15,estate,luglio,17
poliestere,colorato,corto,estate,2022-02-21,pioggia,6.5,inverno,febbraio,13
poliestere,scuro,corto,estate,2022-02-07,pioggia,7.699999999999999,inverno,febbraio,13
cotone,scuro,corto,estate,2022-04-28,soleggiato,17.4,primavera,aprile,21
poliestere,colorato,corto,all,2022-08-25,soleggiato,26.85,estate,agosto,21
poliestere,scuro,corto,primavera_estate,2022-02-21,pioggia,8.0,inverno,febbraio,14
poliestere,colorato,corto,estate,2022-03-22,soleggiato,5.55,primavera,marzo,17
cotone,scuro,corto,estate,2022-04-30,soleggiato,13.1,primavera,aprile,19
velluto,colorato,corto,autunno_inverno,2022-08-03,soleggiato,33.55,estate,agosto,19
poliestere,scuro,corto,all,2022-04-06,pioggia,11.5,primavera,aprile,17
poliestere,colorato,corto,estate,2022-08-27,pioggia,21.8,estate,agosto,23
cotone,scuro,corto,all,2022-07-09,soleggiato,24.5,estate,luglio,18
poliestere,colorato,corto,primavera_estate,2022-03-17,nuvoloso,9.65,primavera,marzo,18
poliestere,colorato,corto,estate,2022-01-13,soleggiato,-0.5499999999999998,inverno,gennaio,13
poliestere,scuro,corto,estate,2022-03-19,pioggia,13.0,primavera,marzo,18
poliestere,colorato,corto,estate,2022-10-26,soleggiato,15.4,autunno,ottobre,15
velluto,scuro,corto,autunno_inverno,2022-10-12,pioggia,24.65,autunno,ottobre,19
poliestere,colorato,corto,estate,2022-02-12,soleggiato,3.0,inverno,febbraio,13
poliestere,colorato,corto,estate,2022-12-01,pioggia,3.1,inverno,dicembre,13
poliestere,chiaro,corto,estate,2022-03-20,soleggiato,6.800000000000001,primavera,marzo,17
cotone,scuro,corto,estate,2022-03-24,soleggiato,10.2,primavera,marzo,19
poliestere,chiaro,corto,estate,2022-12-16,pioggia,4.5,inverno,dicembre,13
poliestere,colorato,corto,all,2022-10-23,nuvoloso,21.3,autunno,ottobre,20
cotone,scuro,corto,primavera_estate,2022-09-30,pioggia,17.4,autunno,settembre,18
poliestere,colorato,corto,estate,2022-11-21,pioggia,4.55,autunno,novembre,13
cotone,chiaro,corto,estate,2022-09-13,soleggiato,17.35,autunno,settembre,17
cotone,scuro,corto,estate,2022-07-02,soleggiato,28.200000000000003,estate,luglio,24
poliestere,colorato,corto,primavera_estate,2022-06-09,soleggiato,26.4,estate,giugno,23
cotone,chiaro,corto,all,2022-04-15,soleggiato,15.9,primavera,aprile,20
velluto,scuro,corto,autunno_inverno,2022-10-24,nuvoloso,21.15,autunno,ottobre,19
cotone,chiaro,corto,estate,2022-05-21,soleggiato,19.15,primavera,maggio,21
poliestere,scuro,corto,all,2022-04-12,soleggiato,10.75,primavera,aprile,17
cotone,scuro,corto,estate,2022-11-18,pioggia,7.4,autunno,novembre,13
poliestere,scuro,corto,all,2022-01-22,soleggiato,0.25,inverno,gennaio,16
cotone,colorato,corto,estate,2022-07-17,pioggia,19.2,estate,luglio,23
cotone,scuro,corto,all,2022-01-27,soleggiato,5.4,inverno,gennaio,16
poliestere,chiaro,corto,estate,2022-06-20,soleggiato,25.5,estate,giugno,29
poliestere,colorato,corto,all,2022-06-25,pioggia,26.3,estate,giugno,21
poliestere,colorato,corto,all,2022-07-04,soleggiato,35.25,estate,luglio,22
poliestere,scuro,corto,estate,2022-01-30,soleggiato,5.0,inverno,gennaio,13
poliestere,scuro,corto,all,2022-09-25,pioggia,11.95,autunno,settembre,17
cotone,colorato,corto,primavera,2022-01-17,nuvoloso,8.5,inverno,gennaio,15
poliestere,scuro,corto,estate,2022-12-14,pioggia,13.9,inverno,dicembre,14
poliestere,colorato,corto,estate,2022-03-12,pioggia,9.7,primavera,marzo,17
poliestere,chiaro,corto,all,2022-07-11,soleggiato,24.75,estate,luglio,25
cotone,scuro,corto,all,2022-02-04,soleggiato,4.800000000000001,inverno,febbraio,16
poliestere,colorato,corto,primavera,2022-07-21,soleggiato,30.9,estate,luglio,23
poliestere,colorato,corto,estate,2022-01-17,soleggiato,-5.8,inverno,gennaio,13
cotone,colorato,corto,estate,2022-02-02,neve,6.550000000000001,inverno,febbraio,13
poliestere,scuro,corto,all,2022-08-10,soleggiato,27.8,estate,agosto,16
poliestere,scuro,corto,primavera_estate,2022-03-28,soleggiato,10.75,primavera,marzo,19
cotone,scuro,corto,all,2022-12-01,pioggia,8.35,inverno,dicembre,16
poliestere,colorato,corto,primavera_estate,2022-04-27,soleggiato,14.95,primavera,aprile,19
poliestere,scuro,corto,estate,2022-02-08,soleggiato,3.25,inverno,febbraio,13
poliestere,chiaro,corto,all,2022-08-28,pioggia,26.700000000000003,estate,agosto,21
poliestere,chiaro,corto,estate,2022-10-09,nuvoloso,18.2,autunno,ottobre,15
poliestere,colorato,corto,estate,2022-05-25,pioggia,22.8,primavera,maggio,21
cotone,scuro,corto,estate,2022-06-05,soleggiato,32.3,estate,giugno,25
velluto,scuro,corto,autunno_inverno,2022-05-25,pioggia,20.55,primavera,maggio,15
poliestere,scuro,corto,all,2022-04-21,pioggia,16.15,primavera,aprile,18
poliestere,chiaro,corto,all,2022-02-18,pioggia,5.6,inverno,febbraio,16
poliestere,scuro,corto,estate,2022-04-02,pioggia,3.55,primavera,aprile,17
poliestere,colorato,corto,estate,2022-09-02,soleggiato,25.75,autunno,settembre,18
poliestere,colorato,corto,all,2022-04-23,nuvoloso,13.05,primavera,aprile,17
poliestere,chiaro,corto,all,2022-05-25,pioggia,19.05,primavera,maggio,18
poliestere,colorato,corto,estate,2022-12-03,pioggia,6.05,inverno,dicembre,13
cotone,colorato,corto,autunno_inverno,2022-02-01,pioggia,4.3,inverno,febbraio,18
poliestere,colorato,corto,estate,2022-10-03,pioggia,20.5,autunno,ottobre,17
poliestere,scuro,corto,all,2022-03-28,pioggia,9.75,primavera,marzo,16
poliestere,chiaro,corto,all,2022-05-26,soleggiato,24.3,primavera,maggio,25
poliestere,colorato,corto,all,2022-04-06,pioggia,6.949999999999999,primavera,aprile,16
poliestere,colorato,corto,all,2022-09-05,soleggiato,28.15,autunno,settembre,21
poliestere,chiaro,corto,estate,2022-10-23,pioggia,22.950000000000003,autunno,ottobre,17
poliestere,colorato,corto,all,2022-08-07,pioggia,25.65,estate,agosto,21
poliestere,colorato,corto,primavera,2022-01-01,soleggiato,8.0,inverno,gennaio,15
poliestere,scuro,corto,estate,2022-02-08,soleggiato,3.95,inverno,febbraio,13
poliestere,colorato,corto,estate,2022-10-05,soleggiato,18.4,autunno,ottobre,15
velluto,scuro,corto,autunno_inverno,2022-06-11,soleggiato,24.45,estate,giugno,10
velluto,scuro,corto,autunno_inverno,2022-07-10,soleggiato,23.8,estate,luglio,10
cotone,scuro,corto,all,2022-11-14,pioggia,13.95,autunno,novembre,18
poliestere,colorato,corto,primavera_estate,2022-01-27,nuvoloso,0.3500000000000001,inverno,gennaio,14
poliestere,colorato,corto,autunno_inverno,2022-01-15,soleggiato,-2.15,inverno,gennaio,18
poliestere,scuro,corto,estate,2022-06-30,soleggiato,28.3,estate,giugno,19
poliestere,scuro,corto,estate,2022-05-31,pioggia,20.2,primavera,maggio,21
poliestere,colorato,corto,estate,2022-02-25,soleggiato,10.45,inverno,febbraio,14
velluto,colorato,corto,autunno_inverno,2022-03-09,soleggiato,1.65,primavera,marzo,15
cotone,colorato,corto,all,2022-09-29,pioggia,17.65,autunno,settembre,20
cotone,scuro,corto,all,2022-06-29,soleggiato,29.05,estate,giugno,21
poliestere,scuro,corto,all,2022-04-21,pioggia,13.2,primavera,aprile,17
cotone,scuro,corto,estate,2022-08-31,pioggia,26.4,estate,agosto,29
cotone,chiaro,corto,all,2022-01-23,soleggiato,2.4,inverno,gennaio,16
poliestere,colorato,corto,estate,2022-10-13,nuvoloso,17.6,autunno,ottobre,15
poliestere,chiaro,corto,all,2022-03-21,soleggiato,4.85,primavera,marzo,16
cotone,colorato,corto,estate,2022-11-20,pioggia,7.399999999999999,autunno,novembre,13
raso,scuro,corto,primavera_estate,2022-06-24,soleggiato,24.85,estate,giugno,16
poliestere,scuro,corto,all,2022-02-11,pioggia,8.25,inverno,febbraio,16
cotone,scuro,corto,all,2022-11-22,pioggia,3.55,autunno,novembre,16
poliestere,scuro,corto,all,2022-12-12,nuvoloso,2.6500000000000004,inverno,dicembre,16
cotone,chiaro,corto,estate,2022-08-05,pioggia,32.85,estate,agosto,30
poliestere,colorato,corto,estate,2022-09-05,pioggia,23.55,autunno,settembre,17
cotone,colorato,corto,estate,2022-07-08,soleggiato,25.4,estate,luglio,29
poliestere,colorato,corto,all,2022-02-13,soleggiato,1.5,inverno,febbraio,16
poliestere,colorato,corto,all,2022-06-23,pioggia,29.15,estate,giugno,21
cotone,colorato,corto,all,2022-08-25,pioggia,18.2,estate,agosto,20
poliestere,colorato,corto,all,2022-02-04,soleggiato,5.55,inverno,febbraio,16
poliestere,chiaro,corto,autunno_inverno,2022-07-20,soleggiato,31.0,estate,luglio,25
cotone,colorato,corto,estate,2022-05-30,soleggiato,23.85,primavera,maggio,24
cotone,colorato,corto,all,2022-11-25,nuvoloso,6.9,autunno,novembre,16
poliestere,colorato,corto,estate,2022-07-12,nuvoloso,27.85,estate,luglio,24
cotone,scuro,corto,estate,2022-09-09,pioggia,23.85,autunno,settembre,20
poliestere,scuro,corto,estate,2022-01-05,pioggia,10.25,inverno,gennaio,14
poliestere,colorato,corto,estate,2022-02-17,soleggiato,6.45,inverno,febbraio,13
poliestere,chiaro,corto,autunno_inverno,2022-03-29,nuvoloso,10.85,primavera,marzo,15
cotone,scuro,corto,all,2022-08-25,soleggiato,27.95,estate,agosto,21
cotone,colorato,corto,estate,2022-12-05,nuvoloso,6.1,inverno,dicembre,13
poliestere,scuro,corto,all,2022-07-23,pioggia,20.200000000000003,estate,luglio,20
velluto,scuro,corto,all,2022-08-02,pioggia,28.7,estate,agosto,19
cotone,scuro,corto,estate,2022-06-12,soleggiato,25.9,estate,giugno,24
poliestere,scuro,corto,all,2022-05-10,pioggia,12.8,primavera,maggio,17
poliestere,scuro,corto,estate,2022-04-01,pioggia,6.8500000000000005,primavera,aprile,17
cotone,scuro,corto,all,2022-09-30,pioggia,20.95,autunno,settembre,23
poliestere,scuro,corto,estate,2022-12-24,pioggia,14.3,inverno,dicembre,14
poliestere,chiaro,corto,estate,2022-09-27,pioggia,17.95,autunno,settembre,15
poliestere,scuro,corto,estate,2022-09-27,pioggia,16.799999999999997,autunno,settembre,15
cotone,scuro,corto,all,2022-04-07,soleggiato,11.15,primavera,aprile,18
cotone,colorato,corto,autunno_inverno,2022-07-06,pioggia,28.05,estate,luglio,24
poliestere,scuro,corto,all,2022-05-21,soleggiato,21.0,primavera,maggio,15
poliestere,scuro,corto,all,2022-09-06,pioggia,27.25,autunno,settembre,21
poliestere,scuro,corto,all,2022-01-28,pioggia,7.0,inverno,gennaio,16
poliestere,scuro,corto,estate,2022-07-11,soleggiato,24.450000000000003,estate,luglio,18
cotone,scuro,corto,estate,2022-04-20,nuvoloso,10.85,primavera,aprile,19
poliestere,scuro,corto,estate,2022-01-28,pioggia,5.6000000000000005,inverno,gennaio,13
cotone,colorato,corto,all,2022-11-04,pioggia,12.75,autunno,novembre,18
poliestere,colorato,corto,all,2022-03-15,pioggia,7.9,primavera,marzo,16
poliestere,colorato,corto,all,2022-03-13,nuvoloso,4.7,primavera,marzo,16
poliestere,colorato,corto,all,2022-03-16,soleggiato,5.35,primavera,marzo,16
poliestere,colorato,corto,all,2022-05-15,pioggia,24.75,primavera,maggio,20
poliestere,colorato,corto,estate,2022-04-10,neve,2.1,primavera,aprile,17
poliestere,scuro,corto,autunno_inverno,2022-07-11,soleggiato,17.9,estate,luglio,16
poliestere,scuro,corto,autunno_inverno,2022-11-08,nuvoloso,9.4,autunno,novembre,18
poliestere,scuro,corto,estate,2022-06-06,soleggiato,27.5,estate,giugno,19
poliestere,colorato,corto,estate,2022-07-15,soleggiato,25.6,estate,luglio,24
cotone,scuro,corto,all,2022-05-10,soleggiato,20.450000000000003,primavera,maggio,18
cotone,chiaro,corto,estate,2022-12-20,soleggiato,2.0,inverno,dicembre,13
poliestere,scuro,corto,estate,2022-11-21,pioggia,10.65,autunno,novembre,14
poliestere,scuro,corto,estate,2022-05-26,soleggiato,24.85,primavera,maggio,16
poliestere,chiaro,corto,estate,2022-07-15,soleggiato,31.35,estate,luglio,30
poliestere,chiaro,corto,all,2022-04-03,neve,-5.3500000000000005,primavera,aprile,16
poliestere,chiaro,corto,all,2022-02-18,nuvoloso,6.3,inverno,febbraio,16
poliestere,scuro,corto,estate,2022-04-15,pioggia,11.9,primavera,aprile,18
velluto,scuro,corto,autunno_inverno,2022-09-02,soleggiato,22.85,autunno,settembre,14
poliestere,chiaro,corto,estate,2022-07-23,soleggiato,35.15,estate,luglio,30
poliestere,scuro,corto,estate,2022-08-21,pioggia,16.15,estate,agosto,21
poliestere,colorato,corto,autunno_inverno,2022-01-27,pioggia,6.95,inverno,gennaio,18
velluto,colorato,corto,all,2022-10-24,pioggia,21.45,autunno,ottobre,17
poliestere,scuro,corto,estate,2022-06-04,soleggiato,31.700000000000003,estate,giugno,20
poliestere,colorato,corto,primavera_estate,2022-06-06,soleggiato,30.6,estate,giugno,24
poliestere,colorato,corto,all,2022-06-05,pioggia,28.4,estate,giugno,21
cotone,scuro,corto,estate,2022-06-16,soleggiato,28.55,estate,giugno,24
poliestere,colorato,corto,all,2022-05-01,soleggiato,14.35,primavera,maggio,17
poliestere,chiaro,corto,estate,2022-01-18,soleggiato,9.9,inverno,gennaio,13
poliestere,scuro,corto,primavera_estate,2022-01-23,soleggiato,0.0,inverno,gennaio,14
poliestere,scuro,corto,all,2022-11-07,soleggiato,15.15,autunno,novembre,18
